path,label,split,fold
HuSHem/03_Pyriform/image_031.BMP,2,train,0
HuSHem/03_Pyriform/image_034.BMP,2,train,0
HuSHem/03_Pyriform/image_035.BMP,2,train,0
HuSHem/03_Pyriform/image_037.BMP,2,train,0
HuSHem/03_Pyriform/image_039.BMP,2,train,0
HuSHem/03_Pyriform/image_040.BMP,2,train,0
HuSHem/03_Pyriform/image_041.BMP,2,train,0
HuSHem/03_Pyriform/image_042.BMP,2,train,0
HuSHem/03_Pyriform/image_045.BMP,2,train,0
HuSHem/03_Pyriform/image_046.BMP,2,train,0
HuSHem/03_Pyriform/image_048.BMP,2,train,0
HuSHem/03_Pyriform/image_050.BMP,2,train,0
HuSHem/03_Pyriform/image_051.BMP,2,train,0
HuSHem/03_Pyriform/image_052.BMP,2,train,0
HuSHem/03_Pyriform/image_053.BMP,2,train,0
HuSHem/03_Pyriform/image_055.BMP,2,train,0
HuSHem/04_Amorphous/image_001.BMP,3,train,0
HuSHem/04_Amorphous/image_002.BMP,3,train,0
HuSHem/04_Amorphous/image_004.BMP,3,train,0
HuSHem/04_Amorphous/image_005.BMP,3,train,0
HuSHem/04_Amorphous/image_008.BMP,3,train,0
HuSHem/04_Amorphous/image_009.BMP,3,train,0
HuSHem/04_Amorphous/image_014.BMP,3,train,0
HuSHem/04_Amorphous/image_016.BMP,3,train,0
HuSHem/04_Amorphous/image_017.BMP,3,train,0
HuSHem/04_Amorphous/image_019.BMP,3,train,0
HuSHem/04_Amorphous/image_021.BMP,3,train,0
HuSHem/04_Amorphous/image_025.BMP,3,train,0
HuSHem/04_Amorphous/image_026.BMP,3,train,0
HuSHem/04_Amorphous/image_027.BMP,3,train,0
HuSHem/04_Amorphous/image_028.BMP,3,train,0
HuSHem/04_Amorphous/image_032.BMP,3,train,0
HuSHem/04_Amorphous/image_035.BMP,3,train,0
HuSHem/04_Amorphous/image_036.BMP,3,train,0
HuSHem/04_Amorphous/image_039.BMP,3,train,0
HuSHem/04_Amorphous/image_040.BMP,3,train,0
HuSHem/04_Amorphous/image_041.BMP,3,train,0
HuSHem/04_Amorphous/image_042.BMP,3,train,0
HuSHem/04_Amorphous/image_045.BMP,3,train,0
HuSHem/04_Amorphous/image_046.BMP,3,train,0
HuSHem/04_Amorphous/image_048.BMP,3,train,0
HuSHem/04_Amorphous/image_049.BMP,3,train,0
HuSHem/04_Amorphous/image_050.BMP,3,train,0
HuSHem/04_Amorphous/image_051.BMP,3,train,0
HuSHem/01_Normal/image_008.BMP,0,val,0
HuSHem/01_Normal/image_010.BMP,0,val,0
HuSHem/01_Normal/image_018.BMP,0,val,0
HuSHem/01_Normal/image_027.BMP,0,val,0
HuSHem/01_Normal/image_028.BMP,0,val,0
HuSHem/01_Normal/image_040.BMP,0,val,0
HuSHem/01_Normal/image_051.BMP,0,val,0
HuSHem/01_Normal/image_054.BMP,0,val,0
HuSHem/02_Tapered/image_012.BMP,1,val,0
HuSHem/02_Tapered/image_021.BMP,1,val,0
HuSHem/02_Tapered/image_030.BMP,1,val,0
HuSHem/02_Tapered/image_033.BMP,1,val,0
HuSHem/02_Tapered/image_035.BMP,1,val,0
HuSHem/02_Tapered/image_038.BMP,1,val,0
HuSHem/02_Tapered/image_047.BMP,1,val,0
HuSHem/02_Tapered/image_051.BMP,1,val,0
HuSHem/03_Pyriform/image_014.BMP,2,val,0
HuSHem/03_Pyriform/image_017.BMP,2,val,0
HuSHem/03_Pyriform/image_019.BMP,2,val,0
HuSHem/03_Pyriform/image_032.BMP,2,val,0
HuSHem/03_Pyriform/image_033.BMP,2,val,0
HuSHem/03_Pyriform/image_036.BMP,2,val,0
HuSHem/03_Pyriform/image_044.BMP,2,val,0
HuSHem/03_Pyriform/image_057.BMP,2,val,0
HuSHem/04_Amorphous/image_012.BMP,3,val,0
HuSHem/04_Amorphous/image_013.BMP,3,val,0
HuSHem/04_Amorphous/image_015.BMP,3,val,0
HuSHem/04_Amorphous/image_018.BMP,3,val,0
HuSHem/04_Amorphous/image_031.BMP,3,val,0
HuSHem/04_Amorphous/image_034.BMP,3,val,0
HuSHem/04_Amorphous/image_043.BMP,3,val,0
HuSHem/04_Amorphous/image_047.BMP,3,val,0
HuSHem/01_Normal/image_001.BMP,0,calibration,1
HuSHem/01_Normal/image_030.BMP,0,calibration,1
HuSHem/01_Normal/image_031.BMP,0,calibration,1
HuSHem/01_Normal/image_033.BMP,0,calibration,1
HuSHem/01_Normal/image_035.BMP,0,calibration,1
HuSHem/01_Normal/image_050.BMP,0,calibration,1
HuSHem/02_Tapered/image_014.BMP,1,calibration,1
HuSHem/02_Tapered/image_019.BMP,1,calibration,1
HuSHem/02_Tapered/image_024.BMP,1,calibration,1
HuSHem/02_Tapered/image_044.BMP,1,calibration,1
HuSHem/02_Tapered/image_048.BMP,1,calibration,1
HuSHem/03_Pyriform/image_018.BMP,2,calibration,1
HuSHem/03_Pyriform/image_025.BMP,2,calibration,1
HuSHem/03_Pyriform/image_028.BMP,2,calibration,1
HuSHem/03_Pyriform/image_041.BMP,2,calibration,1
HuSHem/03_Pyriform/image_042.BMP,2,calibration,1
HuSHem/03_Pyriform/image_045.BMP,2,calibration,1
HuSHem/04_Amorphous/image_001.BMP,3,calibration,1
HuSHem/04_Amorphous/image_034.BMP,3,calibration,1
HuSHem/04_Amorphous/image_038.BMP,3,calibration,1
HuSHem/04_Amorphous/image_039.BMP,3,calibration,1
HuSHem/04_Amorphous/image_049.BMP,3,calibration,1
HuSHem/01_Normal/image_011.BMP,0,test,1
HuSHem/01_Normal/image_017.BMP,0,test,1
HuSHem/01_Normal/image_028.BMP,0,test,1
HuSHem/01_Normal/image_029.BMP,0,test,1
HuSHem/01_Normal/image_032.BMP,0,test,1
HuSHem/01_Normal/image_036.BMP,0,test,1
HuSHem/01_Normal/image_037.BMP,0,test,1
HuSHem/01_Normal/image_043.BMP,0,test,1
HuSHem/01_Normal/image_049.BMP,0,test,1
HuSHem/01_Normal/image_051.BMP,0,test,1
HuSHem/01_Normal/image_053.BMP,0,test,1
HuSHem/02_Tapered/image_007.BMP,1,test,1
HuSHem/02_Tapered/image_012.BMP,1,test,1
HuSHem/02_Tapered/image_017.BMP,1,test,1
HuSHem/02_Tapered/image_022.BMP,1,test,1
HuSHem/02_Tapered/image_025.BMP,1,test,1
HuSHem/02_Tapered/image_028.BMP,1,test,1
HuSHem/02_Tapered/image_030.BMP,1,test,1
HuSHem/02_Tapered/image_038.BMP,1,test,1
HuSHem/02_Tapered/image_045.BMP,1,test,1
HuSHem/02_Tapered/image_046.BMP,1,test,1
HuSHem/02_Tapered/image_051.BMP,1,test,1
HuSHem/03_Pyriform/image_007.BMP,2,test,1
HuSHem/03_Pyriform/image_010.BMP,2,test,1
HuSHem/03_Pyriform/image_016.BMP,2,test,1
HuSHem/03_Pyriform/image_026.BMP,2,test,1
HuSHem/03_Pyriform/image_036.BMP,2,test,1
HuSHem/03_Pyriform/image_039.BMP,2,test,1
HuSHem/03_Pyriform/image_040.BMP,2,test,1
HuSHem/03_Pyriform/image_048.BMP,2,test,1
HuSHem/03_Pyriform/image_050.BMP,2,test,1
HuSHem/03_Pyriform/image_051.BMP,2,test,1
HuSHem/03_Pyriform/image_053.BMP,2,test,1
HuSHem/04_Amorphous/image_002.BMP,3,test,1
HuSHem/04_Amorphous/image_009.BMP,3,test,1
HuSHem/04_Amorphous/image_015.BMP,3,test,1
HuSHem/04_Amorphous/image_017.BMP,3,test,1
HuSHem/04_Amorphous/image_018.BMP,3,test,1
HuSHem/04_Amorphous/image_020.BMP,3,test,1
HuSHem/04_Amorphous/image_026.BMP,3,test,1
HuSHem/04_Amorphous/image_029.BMP,3,test,1
HuSHem/04_Amorphous/image_036.BMP,3,test,1
HuSHem/04_Amorphous/image_041.BMP,3,test,1
HuSHem/01_Normal/image_002.BMP,0,train,1
HuSHem/01_Normal/image_004.BMP,0,train,1
HuSHem/01_Normal/image_005.BMP,0,train,1
HuSHem/01_Normal/image_007.BMP,0,train,1
HuSHem/01_Normal/image_009.BMP,0,train,1
HuSHem/01_Normal/image_010.BMP,0,train,1
HuSHem/01_Normal/image_012.BMP,0,train,1
HuSHem/01_Normal/image_013.BMP,0,train,1
HuSHem/01_Normal/image_016.BMP,0,train,1
HuSHem/01_Normal/image_018.BMP,0,train,1
HuSHem/01_Normal/image_019.BMP,0,train,1
HuSHem/01_Normal/image_020.BMP,0,train,1
HuSHem/01_Normal/image_021.BMP,0,train,1
HuSHem/01_Normal/image_022.BMP,0,train,1
HuSHem/01_Normal/image_023.BMP,0,train,1
HuSHem/01_Normal/image_024.BMP,0,train,1
HuSHem/01_Normal/image_025.BMP,0,train,1
HuSHem/01_Normal/image_026.BMP,0,train,1
HuSHem/01_Normal/image_027.BMP,0,train,1
HuSHem/01_Normal/image_038.BMP,0,train,1
HuSHem/01_Normal/image_039.BMP,0,train,1
HuSHem/01_Normal/image_040.BMP,0,train,1
HuSHem/01_Normal/image_041.BMP,0,train,1
HuSHem/01_Normal/image_042.BMP,0,train,1
HuSHem/01_Normal/image_044.BMP,0,train,1
HuSHem/01_Normal/image_045.BMP,0,train,1
HuSHem/01_Normal/image_046.BMP,0,train,1
HuSHem/01_Normal/image_048.BMP,0,train,1
HuSHem/01_Normal/image_054.BMP,0,train,1
HuSHem/02_Tapered/image_001.BMP,1,train,1
HuSHem/02_Tapered/image_002.BMP,1,train,1
HuSHem/02_Tapered/image_003.BMP,1,train,1
HuSHem/02_Tapered/image_005.BMP,1,train,1
HuSHem/02_Tapered/image_006.BMP,1,train,1
HuSHem/02_Tapered/image_008.BMP,1,train,1
HuSHem/02_Tapered/image_009.BMP,1,train,1
HuSHem/02_Tapered/image_010.BMP,1,train,1
HuSHem/02_Tapered/image_013.BMP,1,train,1
HuSHem/02_Tapered/image_015.BMP,1,train,1
HuSHem/02_Tapered/image_016.BMP,1,train,1
HuSHem/02_Tapered/image_018.BMP,1,train,1
HuSHem/02_Tapered/image_020.BMP,1,train,1
HuSHem/02_Tapered/image_021.BMP,1,train,1
HuSHem/02_Tapered/image_023.BMP,1,train,1
HuSHem/02_Tapered/image_026.BMP,1,train,1
HuSHem/02_Tapered/image_027.BMP,1,train,1
HuSHem/02_Tapered/image_031.BMP,1,train,1
HuSHem/02_Tapered/image_033.BMP,1,train,1
HuSHem/02_Tapered/image_034.BMP,1,train,1
HuSHem/02_Tapered/image_035.BMP,1,train,1
HuSHem/02_Tapered/image_036.BMP,1,train,1
HuSHem/02_Tapered/image_037.BMP,1,train,1
HuSHem/02_Tapered/image_039.BMP,1,train,1
HuSHem/02_Tapered/image_042.BMP,1,train,1
HuSHem/02_Tapered/image_047.BMP,1,train,1
HuSHem/02_Tapered/image_049.BMP,1,train,1
HuSHem/02_Tapered/image_050.BMP,1,train,1
HuSHem/02_Tapered/image_052.BMP,1,train,1
HuSHem/03_Pyriform/image_001.BMP,2,train,1
HuSHem/03_Pyriform/image_002.BMP,2,train,1
HuSHem/03_Pyriform/image_003.BMP,2,train,1
HuSHem/03_Pyriform/image_005.BMP,2,train,1
HuSHem/03_Pyriform/image_006.BMP,2,train,1
HuSHem/03_Pyriform/image_008.BMP,2,train,1
HuSHem/03_Pyriform/image_009.BMP,2,train,1
HuSHem/03_Pyriform/image_011.BMP,2,train,1
HuSHem/03_Pyriform/image_012.BMP,2,train,1
HuSHem/03_Pyriform/image_013.BMP,2,train,1
HuSHem/03_Pyriform/image_014.BMP,2,train,1
HuSHem/03_Pyriform/image_015.BMP,2,train,1
HuSHem/03_Pyriform/image_019.BMP,2,train,1
HuSHem/03_Pyriform/image_020.BMP,2,train,1
HuSHem/03_Pyriform/image_022.BMP,2,train,1
HuSHem/03_Pyriform/image_023.BMP,2,train,1
HuSHem/03_Pyriform/image_024.BMP,2,train,1
HuSHem/03_Pyriform/image_029.BMP,2,train,1
HuSHem/03_Pyriform/image_030.BMP,2,train,1
HuSHem/03_Pyriform/image_031.BMP,2,train,1
HuSHem/03_Pyriform/image_032.BMP,2,train,1
HuSHem/03_Pyriform/image_033.BMP,2,train,1
HuSHem/03_Pyriform/image_035.BMP,2,train,1
HuSHem/03_Pyriform/image_037.BMP,2,train,1
HuSHem/03_Pyriform/image_038.BMP,2,train,1
HuSHem/03_Pyriform/image_043.BMP,2,train,1
HuSHem/03_Pyriform/image_044.BMP,2,train,1
HuSHem/03_Pyriform/image_046.BMP,2,train,1
HuSHem/03_Pyriform/image_054.BMP,2,train,1
HuSHem/03_Pyriform/image_055.BMP,2,train,1
HuSHem/03_Pyriform/image_056.BMP,2,train,1
HuSHem/04_Amorphous/image_003.BMP,3,train,1
HuSHem/04_Amorphous/image_004.BMP,3,train,1
HuSHem/04_Amorphous/image_005.BMP,3,train,1
HuSHem/04_Amorphous/image_006.BMP,3,train,1
HuSHem/04_Amorphous/image_010.BMP,3,train,1
HuSHem/04_Amorphous/image_012.BMP,3,train,1
HuSHem/04_Amorphous/image_013.BMP,3,train,1
HuSHem/04_Amorphous/image_014.BMP,3,train,1
HuSHem/04_Amorphous/image_016.BMP,3,train,1
HuSHem/04_Amorphous/image_019.BMP,3,train,1
HuSHem/04_Amorphous/image_021.BMP,3,train,1
HuSHem/04_Amorphous/image_022.BMP,3,train,1
HuSHem/04_Amorphous/image_023.BMP,3,train,1
HuSHem/04_Amorphous/image_024.BMP,3,train,1
HuSHem/04_Amorphous/image_025.BMP,3,train,1
HuSHem/04_Amorphous/image_027.BMP,3,train,1
HuSHem/04_Amorphous/image_028.BMP,3,train,1
HuSHem/04_Amorphous/image_030.BMP,3,train,1
HuSHem/04_Amorphous/image_031.BMP,3,train,1
HuSHem/04_Amorphous/image_033.BMP,3,train,1
HuSHem/04_Amorphous/image_037.BMP,3,train,1
HuSHem/04_Amorphous/image_040.BMP,3,train,1
HuSHem/04_Amorphous/image_042.BMP,3,train,1
HuSHem/04_Amorphous/image_044.BMP,3,train,1
HuSHem/04_Amorphous/image_045.BMP,3,train,1
HuSHem/04_Amorphous/image_046.BMP,3,train,1
HuSHem/04_Amorphous/image_047.BMP,3,train,1
HuSHem/04_Amorphous/image_051.BMP,3,train,1
HuSHem/04_Amorphous/image_052.BMP,3,train,1
HuSHem/01_Normal/image_003.BMP,0,val,1
HuSHem/01_Normal/image_006.BMP,0,val,1
HuSHem/01_Normal/image_008.BMP,0,val,1
HuSHem/01_Normal/image_014.BMP,0,val,1
HuSHem/01_Normal/image_015.BMP,0,val,1
HuSHem/01_Normal/image_034.BMP,0,val,1
HuSHem/01_Normal/image_047.BMP,0,val,1
HuSHem/01_Normal/image_052.BMP,0,val,1
HuSHem/02_Tapered/image_004.BMP,1,val,1
HuSHem/02_Tapered/image_011.BMP,1,val,1
HuSHem/02_Tapered/image_029.BMP,1,val,1
HuSHem/02_Tapered/image_032.BMP,1,val,1
HuSHem/02_Tapered/image_040.BMP,1,val,1
HuSHem/02_Tapered/image_041.BMP,1,val,1
HuSHem/02_Tapered/image_043.BMP,1,val,1
HuSHem/02_Tapered/image_053.BMP,1,val,1
HuSHem/03_Pyriform/image_004.BMP,2,val,1
HuSHem/03_Pyriform/image_017.BMP,2,val,1
HuSHem/03_Pyriform/image_021.BMP,2,val,1
HuSHem/03_Pyriform/image_027.BMP,2,val,1
HuSHem/03_Pyriform/image_034.BMP,2,val,1
HuSHem/03_Pyriform/image_047.BMP,2,val,1
HuSHem/03_Pyriform/image_049.BMP,2,val,1
HuSHem/03_Pyriform/image_052.BMP,2,val,1
HuSHem/03_Pyriform/image_057.BMP,2,val,1
HuSHem/04_Amorphous/image_007.BMP,3,val,1
HuSHem/04_Amorphous/image_008.BMP,3,val,1
HuSHem/04_Amorphous/image_011.BMP,3,val,1
HuSHem/04_Amorphous/image_032.BMP,3,val,1
HuSHem/04_Amorphous/image_035.BMP,3,val,1
HuSHem/04_Amorphous/image_043.BMP,3,val,1
HuSHem/04_Amorphous/image_048.BMP,3,val,1
HuSHem/04_Amorphous/image_050.BMP,3,val,1
HuSHem/01_Normal/image_016.BMP,0,calibration,2
HuSHem/01_Normal/image_035.BMP,0,calibration,2
HuSHem/01_Normal/image_041.BMP,0,calibration,2
HuSHem/01_Normal/image_042.BMP,0,calibration,2
HuSHem/01_Normal/image_050.BMP,0,calibration,2
HuSHem/02_Tapered/image_008.BMP,1,calibration,2
HuSHem/02_Tapered/image_011.BMP,1,calibration,2
HuSHem/02_Tapered/image_023.BMP,1,calibration,2
HuSHem/02_Tapered/image_029.BMP,1,calibration,2
HuSHem/02_Tapered/image_035.BMP,1,calibration,2
HuSHem/02_Tapered/image_045.BMP,1,calibration,2
HuSHem/03_Pyriform/image_003.BMP,2,calibration,2
HuSHem/03_Pyriform/image_009.BMP,2,calibration,2
HuSHem/03_Pyriform/image_025.BMP,2,calibration,2
HuSHem/03_Pyriform/image_030.BMP,2,calibration,2
HuSHem/03_Pyriform/image_033.BMP,2,calibration,2
HuSHem/03_Pyriform/image_042.BMP,2,calibration,2
HuSHem/04_Amorphous/image_001.BMP,3,calibration,2
HuSHem/04_Amorphous/image_006.BMP,3,calibration,2
HuSHem/04_Amorphous/image_019.BMP,3,calibration,2
HuSHem/04_Amorphous/image_031.BMP,3,calibration,2
HuSHem/04_Amorphous/image_049.BMP,3,calibration,2
HuSHem/01_Normal/image_004.BMP,0,test,2
HuSHem/01_Normal/image_008.BMP,0,test,2
HuSHem/01_Normal/image_010.BMP,0,test,2
HuSHem/01_Normal/image_013.BMP,0,test,2
HuSHem/01_Normal/image_022.BMP,0,test,2
HuSHem/01_Normal/image_024.BMP,0,test,2
HuSHem/01_Normal/image_033.BMP,0,test,2
HuSHem/01_Normal/image_039.BMP,0,test,2
HuSHem/01_Normal/image_046.BMP,0,test,2
HuSHem/01_Normal/image_047.BMP,0,test,2
HuSHem/01_Normal/image_054.BMP,0,test,2
HuSHem/02_Tapered/image_006.BMP,1,test,2
HuSHem/02_Tapered/image_010.BMP,1,test,2
HuSHem/02_Tapered/image_015.BMP,1,test,2
HuSHem/02_Tapered/image_018.BMP,1,test,2
HuSHem/02_Tapered/image_019.BMP,1,test,2
HuSHem/02_Tapered/image_031.BMP,1,test,2
HuSHem/02_Tapered/image_033.BMP,1,test,2
HuSHem/02_Tapered/image_036.BMP,1,test,2
HuSHem/02_Tapered/image_048.BMP,1,test,2
HuSHem/02_Tapered/image_052.BMP,1,test,2
HuSHem/03_Pyriform/image_002.BMP,2,test,2
HuSHem/03_Pyriform/image_008.BMP,2,test,2
HuSHem/03_Pyriform/image_011.BMP,2,test,2
HuSHem/03_Pyriform/image_015.BMP,2,test,2
HuSHem/03_Pyriform/image_019.BMP,2,test,2
HuSHem/03_Pyriform/image_023.BMP,2,test,2
HuSHem/03_Pyriform/image_028.BMP,2,test,2
HuSHem/03_Pyriform/image_029.BMP,2,test,2
HuSHem/03_Pyriform/image_041.BMP,2,test,2
HuSHem/03_Pyriform/image_049.BMP,2,test,2
HuSHem/03_Pyriform/image_052.BMP,2,test,2
HuSHem/03_Pyriform/image_057.BMP,2,test,2
HuSHem/04_Amorphous/image_004.BMP,3,test,2
HuSHem/04_Amorphous/image_008.BMP,3,test,2
HuSHem/04_Amorphous/image_011.BMP,3,test,2
HuSHem/04_Amorphous/image_013.BMP,3,test,2
HuSHem/04_Amorphous/image_025.BMP,3,test,2
HuSHem/04_Amorphous/image_028.BMP,3,test,2
HuSHem/04_Amorphous/image_038.BMP,3,test,2
HuSHem/04_Amorphous/image_039.BMP,3,test,2
HuSHem/04_Amorphous/image_040.BMP,3,test,2
HuSHem/04_Amorphous/image_043.BMP,3,test,2
HuSHem/01_Normal/image_001.BMP,0,train,2
HuSHem/01_Normal/image_002.BMP,0,train,2
HuSHem/01_Normal/image_005.BMP,0,train,2
HuSHem/01_Normal/image_006.BMP,0,train,2
HuSHem/01_Normal/image_007.BMP,0,train,2
HuSHem/01_Normal/image_009.BMP,0,train,2
HuSHem/01_Normal/image_011.BMP,0,train,2
HuSHem/01_Normal/image_012.BMP,0,train,2
HuSHem/01_Normal/image_014.BMP,0,train,2
HuSHem/01_Normal/image_015.BMP,0,train,2
HuSHem/01_Normal/image_017.BMP,0,train,2
