path,label,split
SMIDS/Normal_Sperm/Normal_Sperm (858).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (871).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (874).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (886).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (89).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (894).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (91).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (936).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (95).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (952).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (954).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (957).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (98).bmp,0,calibration
SMIDS/Normal_Sperm/Normal_Sperm (985).bmp,0,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (100).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (1002).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (114).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (116).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (117).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (13).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (130).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (146).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (149).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (152).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (164).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (168).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (172).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (191).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (197).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (205).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (219).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (230).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (237).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (241).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (252).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (256).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (265).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (272).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (280).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (285).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (299).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (315).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (334).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (337).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (342).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (35).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (371).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (38).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (380).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (391).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (438).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (444).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (446).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (448).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (46).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (480).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (487).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (490).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (507).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (514).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (521).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (546).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (563).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (566).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (577).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (58).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (587).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (6).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (614).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (636).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (637).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (639).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (640).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (641).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (647).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (663).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (666).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (673).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (686).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (69).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (694).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (708).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (719).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (722).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (734).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (743).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (745).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (747).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (78).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (802).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (814).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (831).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (838).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (841).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (849).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (851).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (853).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (855).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (856).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (882).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (884).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (894).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (903).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (91).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (921).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (924).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (925).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (927).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (935).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (937).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (939).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (942).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (944).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (972).bmp,1,calibration
SMIDS/Abnormal_Sperm/Abnormal_Sperm (974).bmp,1,calibration
SMIDS/Non-Sperm/Non-Sperm (10).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (103).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (108).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (12).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (120).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (121).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (124).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (129).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (131).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (135).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (139).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (149).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (150).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (153).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (181).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (187).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (233).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (234).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (248).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (252).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (264).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (298).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (299).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (316).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (318).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (325).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (338).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (343).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (354).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (359).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (365).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (382).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (393).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (394).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (416).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (432).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (454).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (457).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (475).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (486).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (507).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (508).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (525).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (528).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (539).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (555).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (559).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (561).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (566).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (572).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (576).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (581).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (582).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (584).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (591).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (592).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (598).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (601).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (602).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (617).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (628).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (636).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (651).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (669).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (67).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (682).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (705).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (733).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (760).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (774).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (778).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (779).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (781).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (785).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (796).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (799).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (805).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (808).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (81).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (850).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (857).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (861).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (875).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (882).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (886).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (888).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (891).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (894).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (9).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (923).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (928).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (935).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (952).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (969).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (972).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (98).bmp,2,calibration
SMIDS/Non-Sperm/Non-Sperm (99).bmp,2,calibration
SMIDS/Normal_Sperm/Normal_Sperm (1007).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (1011).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (1014).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (1017).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (103).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (104).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (115).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (116).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (126).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (132).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (150).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (160).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (172).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (194).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (209).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (223).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (235).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (245).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (25).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (256).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (262).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (265).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (27).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (270).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (278).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (283).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (285).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (286).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (287).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (290).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (297).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (321).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (323).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (346).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (348).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (355).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (36).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (370).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (375).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (388).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (395).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (400).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (41).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (413).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (421).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (446).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (447).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (453).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (454).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (458).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (466).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (473).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (483).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (486).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (498).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (508).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (516).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (533).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (543).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (563).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (573).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (588).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (596).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (597).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (606).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (609).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (617).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (619).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (623).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (629).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (631).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (648).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (664).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (671).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (702).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (723).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (740).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (747).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (751).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (786).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (791).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (800).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (805).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (809).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (829).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (833).bmp,0,test
SMIDS/Normal_Sperm/Normal_Sperm (842).bmp,0,test
